id, number, percentage, label
254, 3, 0.9047619047619048, EASY
255, 3, 1.0, EASY
256, 6, 0.9523809523809523, EASY
257, 4, 1.0, EASY
258, 7, 1.0, EASY
259, 5, 1.0, EASY
260, 0, 1.0, EASY
261, 6, 0.9523809523809523, EASY
262, 2, 0.42857142857142855, HARD
263, 7, 1.0, EASY
264, 9, 0.5714285714285714, EASY
265, 8, 0.9523809523809523, EASY
266, 5, 0.9523809523809523, EASY
267, 9, 1.0, EASY
268, 2, 0.47619047619047616, HARD
269, 1, 1.0, EASY
270, 1, 1.0, EASY
271, 4, 0.9523809523809523, EASY
272, 4, 0.9523809523809523, EASY
273, 5, 0.8571428571428571, EASY
274, 6, 0.8095238095238095, EASY
275, 4, 1.0, EASY
276, 1, 1.0, EASY
277, 2, 1.0, EASY
278, 5, 0.47619047619047616, HARD
279, 3, 1.0, EASY
280, 9, 1.0, EASY
281, 3, 1.0, EASY
282, 9, 0.7142857142857143, EASY
283, 0, 0.9523809523809523, EASY
284, 5, 0.6666666666666666, EASY
285, 9, 0.9523809523809523, EASY
286, 6, 1.0, EASY
287, 5, 0.9047619047619048, EASY
288, 7, 1.0, EASY
289, 4, 1.0, EASY
290, 1, 0.9523809523809523, EASY
291, 3, 1.0, EASY
292, 4, 0.9523809523809523, EASY
293, 0, 1.0, EASY
294, 4, 1.0, EASY
295, 8, 0.9523809523809523, EASY
296, 0, 1.0, EASY
297, 4, 1.0, EASY
298, 3, 0.9523809523809523, EASY
299, 6, 0.9523809523809523, EASY
300, 8, 0.9523809523809523, EASY
301, 7, 0.9523809523809523, EASY
302, 6, 1.0, EASY
303, 0, 1.0, EASY
304, 9, 0.6666666666666666, EASY
305, 7, 0.9523809523809523, EASY
306, 5, 1.0, EASY
307, 7, 0.9523809523809523, EASY
308, 2, 1.0, EASY
309, 1, 1.0, EASY
310, 1, 1.0, EASY
311, 6, 1.0, EASY
312, 8, 1.0, EASY
313, 9, 0.9523809523809523, EASY
314, 4, 1.0, EASY
315, 1, 1.0, EASY
316, 5, 0.9523809523809523, EASY
317, 2, 0.9523809523809523, EASY
318, 2, 0.9523809523809523, EASY
319, 9, 1.0, EASY
320, 0, 1.0, EASY
321, 3, 1.0, EASY
322, 9, 0.9047619047619048, EASY
323, 6, 1.0, EASY
324, 7, 0.9523809523809523, EASY
325, 2, 1.0, EASY
326, 0, 1.0, EASY
327, 3, 1.0, EASY
328, 5, 1.0, EASY
329, 4, 1.0, EASY
330, 3, 1.0, EASY
331, 6, 1.0, EASY
332, 5, 1.0, EASY
333, 8, 1.0, EASY
334, 9, 0.9523809523809523, EASY
335, 5, 0.9523809523809523, EASY
336, 4, 1.0, EASY
337, 7, 1.0, EASY
338, 4, 0.9523809523809523, EASY
339, 2, 0.9523809523809523, EASY
340, 7, 0.9047619047619048, EASY
341, 3, 0.9523809523809523, EASY
342, 4, 1.0, EASY
343, 8, 0.9523809523809523, EASY
344, 9, 0.9047619047619048, EASY
345, 1, 1.0, EASY
346, 9, 0.6190476190476191, EASY
347, 2, 1.0, EASY
348, 8, 0.9523809523809523, EASY
349, 7, 1.0, EASY
350, 9, 0.9523809523809523, EASY
351, 1, 1.0, EASY
352, 8, 1.0, EASY
353, 7, 1.0, EASY
354, 4, 0.9523809523809523, EASY
355, 1, 1.0, EASY
356, 3, 1.0, EASY
357, 1, 1.0, EASY
358, 1, 1.0, EASY
359, 0, 0.9523809523809523, EASY
360, 2, 1.0, EASY
361, 3, 1.0, EASY
362, 9, 1.0, EASY
363, 4, 1.0, EASY
364, 9, 0.9523809523809523, EASY
365, 2, 1.0, EASY
366, 1, 1.0, EASY
367, 6, 0.9523809523809523, EASY
368, 8, 0.9523809523809523, EASY
369, 4, 1.0, EASY
370, 7, 0.7619047619047619, EASY
371, 7, 1.0, EASY
372, 4, 0.9523809523809523, EASY
373, 4, 0.9523809523809523, EASY
374, 9, 0.9047619047619048, EASY
375, 2, 1.0, EASY
376, 5, 0.9523809523809523, EASY
377, 7, 1.0, EASY
378, 2, 1.0, EASY
379, 4, 0.9523809523809523, EASY
380, 4, 1.0, EASY
381, 2, 0.9523809523809523, EASY
382, 1, 1.0, EASY
383, 9, 1.0, EASY
384, 7, 1.0, EASY
385, 2, 1.0, EASY
386, 8, 1.0, EASY
387, 7, 1.0, EASY
388, 6, 0.9523809523809523, EASY
389, 9, 1.0, EASY
390, 2, 0.9047619047619048, EASY
391, 2, 0.7142857142857143, EASY
392, 3, 1.0, EASY
393, 8, 0.9523809523809523, EASY
394, 1, 1.0, EASY
395, 6, 1.0, EASY
396, 5, 0.9523809523809523, EASY
397, 1, 1.0, EASY
398, 1, 1.0, EASY
399, 0, 1.0, EASY
400, 2, 0.9047619047619048, EASY
401, 6, 1.0, EASY
402, 4, 1.0, EASY
403, 5, 1.0, EASY
404, 8, 0.8095238095238095, EASY
405, 3, 1.0, EASY
406, 1, 1.0, EASY
407, 5, 1.0, EASY
408, 1, 1.0, EASY
409, 9, 0.9523809523809523, EASY
410, 2, 1.0, EASY
411, 7, 1.0, EASY
412, 4, 1.0, EASY
413, 4, 1.0, EASY
414, 4, 0.9047619047619048, EASY
415, 8, 1.0, EASY
416, 1, 1.0, EASY
417, 5, 1.0, EASY
418, 8, 0.42857142857142855, HARD
419, 9, 1.0, EASY
420, 5, 0.42857142857142855, HARD
421, 6, 1.0, EASY
422, 7, 1.0, EASY
423, 9, 1.0, EASY
424, 9, 1.0, EASY
425, 3, 0.9523809523809523, EASY
426, 7, 1.0, EASY
427, 0, 0.9523809523809523, EASY
428, 9, 1.0, EASY
429, 0, 1.0, EASY
430, 6, 1.0, EASY
431, 6, 1.0, EASY
432, 2, 0.9523809523809523, EASY
433, 3, 1.0, EASY
434, 9, 0.9523809523809523, EASY
435, 0, 1.0, EASY
436, 7, 1.0, EASY
437, 5, 0.9047619047619048, EASY
438, 4, 1.0, EASY
439, 8, 1.0, EASY
440, 0, 1.0, EASY
441, 9, 1.0, EASY
442, 4, 0.9523809523809523, EASY
443, 1, 1.0, EASY
444, 2, 0.47619047619047616, HARD
445, 8, 1.0, EASY
446, 7, 0.9523809523809523, EASY
447, 1, 1.0, EASY
448, 2, 0.9523809523809523, EASY
449, 6, 1.0, EASY
450, 1, 1.0, EASY
451, 0, 1.0, EASY
452, 3, 1.0, EASY
453, 0, 1.0, EASY
454, 1, 1.0, EASY
455, 1, 1.0, EASY
456, 8, 1.0, EASY
457, 2, 0.9523809523809523, EASY
458, 0, 1.0, EASY
459, 3, 0.9047619047619048, EASY
460, 9, 0.9523809523809523, EASY
461, 4, 1.0, EASY
462, 0, 1.0, EASY
463, 5, 1.0, EASY
464, 0, 1.0, EASY
465, 6, 1.0, EASY
466, 1, 1.0, EASY
467, 7, 1.0, EASY
468, 7, 1.0, EASY
469, 8, 1.0, EASY
470, 1, 0.5714285714285714, EASY
471, 9, 1.0, EASY
472, 2, 0.5714285714285714, EASY
473, 0, 1.0, EASY
474, 5, 1.0, EASY
475, 1, 1.0, EASY
476, 2, 1.0, EASY
477, 2, 0.9523809523809523, EASY
478, 7, 1.0, EASY
479, 3, 1.0, EASY
480, 5, 0.8571428571428571, EASY
481, 4, 1.0, EASY
482, 9, 0.8571428571428571, EASY
483, 7, 0.9523809523809523, EASY
484, 1, 1.0, EASY
485, 8, 0.9523809523809523, EASY
486, 3, 0.9047619047619048, EASY
487, 9, 1.0, EASY
488, 6, 0.8571428571428571, EASY
489, 0, 1.0, EASY
490, 3, 0.9523809523809523, EASY
491, 1, 1.0, EASY
492, 1, 1.0, EASY
493, 2, 1.0, EASY
494, 6, 0.3333333333333333, HARD
495, 3, 1.0, EASY
496, 5, 1.0, EASY
497, 7, 0.9047619047619048, EASY
498, 6, 1.0, EASY
499, 8, 0.9523809523809523, EASY
500, 3, 0.3333333333333333, HARD
501, 9, 1.0, EASY
502, 5, 0.9523809523809523, EASY
503, 8, 0.8571428571428571, EASY
504, 5, 0.6190476190476191, EASY
505, 7, 1.0, EASY
506, 6, 1.0, EASY
507, 1, 0.9523809523809523, EASY
508, 1, 1.0, EASY
509, 3, 0.7619047619047619, EASY
510, 1, 1.0, EASY
511, 7, 0.9523809523809523, EASY
512, 5, 0.8571428571428571, EASY
513, 5, 0.9523809523809523, EASY
514, 5, 0.9047619047619048, EASY
515, 2, 1.0, EASY
516, 5, 1.0, EASY
517, 8, 0.9047619047619048, EASY
518, 7, 0.9047619047619048, EASY
519, 0, 1.0, EASY
520, 9, 0.9523809523809523, EASY
521, 7, 1.0, EASY
522, 7, 1.0, EASY
523, 5, 1.0, EASY
524, 0, 1.0, EASY
525, 9, 1.0, EASY
526, 0, 1.0, EASY
527, 0, 1.0, EASY
528, 8, 0.5714285714285714, EASY
529, 9, 0.7142857142857143, EASY
530, 2, 0.9523809523809523, EASY
531, 4, 1.0, EASY
532, 8, 0.9523809523809523, EASY
533, 1, 1.0, EASY
534, 6, 1.0, EASY
535, 1, 1.0, EASY
536, 6, 1.0, EASY
537, 5, 0.9523809523809523, EASY
538, 1, 1.0, EASY
539, 8, 1.0, EASY
540, 3, 1.0, EASY
541, 4, 0.9523809523809523, EASY
542, 0, 0.9523809523809523, EASY
543, 5, 1.0, EASY
544, 5, 0.6190476190476191, EASY
545, 8, 1.0, EASY
546, 3, 1.0, EASY
547, 6, 0.6190476190476191, EASY
548, 2, 0.9047619047619048, EASY
549, 3, 0.9523809523809523, EASY
550, 9, 1.0, EASY
551, 2, 0.9047619047619048, EASY
552, 1, 1.0, EASY
553, 1, 1.0, EASY
554, 5, 0.6190476190476191, EASY
555, 2, 1.0, EASY
556, 1, 1.0, EASY
557, 3, 1.0, EASY
558, 2, 0.6190476190476191, EASY
559, 8, 0.7142857142857143, EASY
560, 7, 1.0, EASY
561, 3, 0.6666666666666666, EASY
562, 7, 1.0, EASY
563, 2, 0.9523809523809523, EASY
564, 4, 1.0, EASY
565, 6, 0.9047619047619048, EASY
566, 9, 0.9523809523809523, EASY
567, 7, 1.0, EASY
568, 2, 1.0, EASY
569, 4, 1.0, EASY
570, 2, 1.0, EASY
571, 8, 1.0, EASY
572, 1, 1.0, EASY
573, 1, 0.9523809523809523, EASY
574, 3, 1.0, EASY
575, 8, 0.9523809523809523, EASY
576, 4, 0.9047619047619048, EASY
577, 0, 1.0, EASY
578, 6, 0.9523809523809523, EASY
579, 5, 1.0, EASY
580, 9, 1.0, EASY
581, 3, 0.9523809523809523, EASY
582, 0, 0.9523809523809523, EASY
583, 9, 0.9523809523809523, EASY
584, 2, 0.8571428571428571, EASY
585, 4, 1.0, EASY
586, 7, 1.0, EASY
587, 1, 1.0, EASY
588, 2, 0.47619047619047616, HARD
589, 9, 0.9523809523809523, EASY
590, 4, 1.0, EASY
591, 2, 1.0, EASY
592, 6, 0.9047619047619048, EASY
593, 1, 1.0, EASY
594, 8, 0.9523809523809523, EASY
595, 9, 1.0, EASY
596, 0, 1.0, EASY
597, 6, 1.0, EASY
598, 6, 0.8571428571428571, EASY
599, 7, 1.0, EASY
600, 9, 1.0, EASY
601, 9, 0.9047619047619048, EASY
602, 8, 0.5714285714285714, EASY
603, 0, 0.9523809523809523, EASY
604, 1, 1.0, EASY
605, 4, 0.9523809523809523, EASY
606, 4, 0.9523809523809523, EASY
607, 6, 0.9523809523809523, EASY
608, 7, 1.0, EASY
609, 1, 1.0, EASY
610, 5, 0.8095238095238095, EASY
611, 7, 0.7619047619047619, EASY
612, 0, 1.0, EASY
613, 3, 0.9523809523809523, EASY
614, 5, 0.7619047619047619, EASY
615, 8, 0.9047619047619048, EASY
616, 4, 0.9523809523809523, EASY
617, 7, 0.9523809523809523, EASY
618, 1, 1.0, EASY
619, 2, 1.0, EASY
620, 5, 1.0, EASY
621, 9, 1.0, EASY
622, 5, 1.0, EASY
623, 6, 0.9523809523809523, EASY
624, 7, 1.0, EASY
625, 5, 0.9523809523809523, EASY
626, 9, 0.42857142857142855, HARD
627, 8, 0.42857142857142855, HARD
628, 8, 0.9047619047619048, EASY
629, 3, 0.9523809523809523, EASY
630, 6, 0.9047619047619048, EASY
631, 9, 0.9047619047619048, EASY
632, 7, 1.0, EASY
633, 0, 1.0, EASY
634, 7, 0.9523809523809523, EASY
635, 5, 0.2857142857142857, HARD
636, 7, 1.0, EASY
637, 1, 1.0, EASY
638, 1, 1.0, EASY
639, 0, 1.0, EASY
640, 7, 1.0, EASY
641, 9, 0.9047619047619048, EASY
642, 2, 1.0, EASY
643, 3, 1.0, EASY
644, 7, 0.8095238095238095, EASY
645, 3, 0.9047619047619048, EASY
646, 2, 0.6190476190476191, EASY
647, 4, 1.0, EASY
648, 1, 1.0, EASY
649, 6, 1.0, EASY
650, 2, 0.9523809523809523, EASY
651, 7, 1.0, EASY
652, 5, 0.9047619047619048, EASY
653, 5, 1.0, EASY
654, 7, 1.0, EASY
655, 4, 1.0, EASY
656, 0, 1.0, EASY
657, 2, 1.0, EASY
658, 6, 0.9523809523809523, EASY
659, 3, 0.8571428571428571, EASY
660, 6, 0.9523809523809523, EASY
661, 4, 0.8571428571428571, EASY
662, 0, 1.0, EASY
663, 4, 1.0, EASY
664, 2, 0.9047619047619048, EASY
665, 6, 0.9047619047619048, EASY
666, 0, 1.0, EASY
667, 0, 0.9523809523809523, EASY
668, 0, 1.0, EASY
669, 0, 1.0, EASY
670, 3, 0.42857142857142855, HARD
671, 1, 0.9523809523809523, EASY
672, 6, 1.0, EASY
673, 2, 1.0, EASY
674, 2, 1.0, EASY
675, 3, 1.0, EASY
676, 1, 1.0, EASY
677, 4, 1.0, EASY
678, 1, 1.0, EASY
679, 5, 0.9523809523809523, EASY
680, 4, 0.9523809523809523, EASY
681, 6, 0.9523809523809523, EASY
682, 4, 1.0, EASY
683, 7, 1.0, EASY
684, 2, 1.0, EASY
685, 8, 0.9523809523809523, EASY
686, 7, 1.0, EASY
687, 9, 0.9523809523809523, EASY
688, 2, 0.8571428571428571, EASY
689, 0, 1.0, EASY
690, 5, 0.6666666666666666, EASY
691, 1, 1.0, EASY
692, 4, 0.9523809523809523, EASY
693, 2, 0.9523809523809523, EASY
694, 8, 0.8571428571428571, EASY
695, 3, 0.9523809523809523, EASY
696, 2, 0.9523809523809523, EASY
697, 4, 1.0, EASY
698, 1, 1.0, EASY
699, 5, 0.9523809523809523, EASY
700, 4, 1.0, EASY
701, 6, 1.0, EASY
702, 0, 1.0, EASY
703, 7, 0.9523809523809523, EASY
704, 9, 0.9523809523809523, EASY
705, 8, 1.0, EASY
706, 4, 0.9523809523809523, EASY
707, 9, 1.0, EASY
708, 8, 0.9523809523809523, EASY
709, 0, 1.0, EASY
710, 1, 1.0, EASY
711, 1, 1.0, EASY
712, 0, 0.9047619047619048, EASY
713, 2, 1.0, EASY
714, 2, 1.0, EASY
715, 3, 1.0, EASY
716, 2, 0.9047619047619048, EASY
717, 4, 1.0, EASY
718, 4, 0.9047619047619048, EASY
719, 5, 1.0, EASY
720, 8, 0.5238095238095238, EASY
721, 6, 1.0, EASY
722, 5, 1.0, EASY
723, 7, 1.0, EASY
724, 7, 1.0, EASY
725, 8, 0.9523809523809523, EASY
726, 8, 0.9047619047619048, EASY
727, 9, 1.0, EASY
728, 7, 0.9523809523809523, EASY
729, 4, 0.9523809523809523, EASY
730, 7, 1.0, EASY
731, 3, 0.9523809523809523, EASY
732, 2, 1.0, EASY
733, 0, 1.0, EASY
734, 8, 1.0, EASY
735, 6, 1.0, EASY
736, 8, 0.6190476190476191, EASY
737, 6, 1.0, EASY
738, 1, 1.0, EASY
739, 6, 1.0, EASY
740, 8, 0.7142857142857143, EASY
741, 9, 1.0, EASY
742, 4, 1.0, EASY
743, 0, 1.0, EASY
744, 9, 0.7619047619047619, EASY
745, 0, 1.0, EASY
746, 4, 1.0, EASY
747, 1, 1.0, EASY
748, 5, 0.7619047619047619, EASY
749, 4, 0.8571428571428571, EASY
750, 7, 1.0, EASY
751, 5, 0.9523809523809523, EASY
752, 3, 1.0, EASY
753, 7, 0.9523809523809523, EASY
754, 4, 0.9047619047619048, EASY
755, 9, 1.0, EASY
756, 8, 1.0, EASY
757, 5, 1.0, EASY
758, 8, 1.0, EASY
759, 6, 1.0, EASY
760, 3, 1.0, EASY
761, 8, 1.0, EASY
762, 6, 1.0, EASY
763, 9, 1.0, EASY
764, 9, 0.9523809523809523, EASY
765, 1, 1.0, EASY
766, 8, 0.9523809523809523, EASY
767, 3, 1.0, EASY
768, 5, 1.0, EASY
769, 8, 0.9523809523809523, EASY
770, 6, 0.5714285714285714, EASY
771, 5, 1.0, EASY
772, 9, 1.0, EASY
773, 7, 1.0, EASY
774, 2, 0.9523809523809523, EASY
775, 5, 0.9523809523809523, EASY
776, 0, 1.0, EASY
777, 8, 1.0, EASY
778, 5, 0.38095238095238093, HARD
779, 1, 1.0, EASY
780, 1, 1.0, EASY
781, 0, 1.0, EASY
782, 9, 0.7619047619047619, EASY
783, 1, 1.0, EASY
784, 8, 0.5238095238095238, EASY
785, 6, 1.0, EASY
786, 7, 0.9523809523809523, EASY
787, 0, 0.9523809523809523, EASY
788, 9, 0.47619047619047616, HARD
789, 3, 0.9523809523809523, EASY
790, 0, 0.9523809523809523, EASY
791, 8, 1.0, EASY
792, 8, 0.8571428571428571, EASY
793, 9, 0.9523809523809523, EASY
794, 6, 1.0, EASY
795, 7, 0.9523809523809523, EASY
796, 8, 1.0, EASY
797, 4, 0.9523809523809523, EASY
798, 7, 1.0, EASY
799, 5, 1.0, EASY
800, 9, 1.0, EASY
801, 2, 0.5238095238095238, EASY
802, 6, 1.0, EASY
803, 7, 1.0, EASY
804, 4, 1.0, EASY
805, 5, 0.9523809523809523, EASY
806, 9, 1.0, EASY
807, 2, 1.0, EASY
808, 3, 1.0, EASY
809, 1, 1.0, EASY
810, 6, 1.0, EASY
811, 3, 1.0, EASY
812, 9, 1.0, EASY
813, 2, 0.9523809523809523, EASY
814, 2, 0.9523809523809523, EASY
815, 5, 0.9523809523809523, EASY
816, 6, 1.0, EASY
817, 8, 0.9523809523809523, EASY
818, 0, 0.9523809523809523, EASY
819, 7, 1.0, EASY
820, 7, 1.0, EASY
821, 1, 1.0, EASY
822, 9, 1.0, EASY
823, 8, 1.0, EASY
824, 7, 1.0, EASY
825, 0, 1.0, EASY
826, 9, 0.9523809523809523, EASY
827, 9, 1.0, EASY
828, 4, 0.6190476190476191, EASY
829, 6, 1.0, EASY
830, 2, 0.9047619047619048, EASY
831, 8, 1.0, EASY
832, 5, 0.6190476190476191, EASY
833, 1, 1.0, EASY
834, 4, 1.0, EASY
835, 1, 1.0, EASY
836, 5, 0.7619047619047619, EASY
837, 5, 0.9047619047619048, EASY
838, 1, 1.0, EASY
839, 7, 1.0, EASY
840, 3, 1.0, EASY
841, 6, 1.0, EASY
842, 4, 1.0, EASY
843, 3, 0.6666666666666666, EASY
844, 2, 1.0, EASY
845, 5, 0.9523809523809523, EASY
846, 6, 0.5714285714285714, EASY
847, 4, 1.0, EASY
848, 4, 0.8571428571428571, EASY
849, 0, 1.0, EASY
850, 4, 0.5238095238095238, EASY
851, 4, 1.0, EASY
852, 6, 1.0, EASY
853, 7, 0.9523809523809523, EASY
854, 2, 0.38095238095238093, HARD
855, 4, 1.0, EASY
856, 3, 1.0, EASY
857, 3, 1.0, EASY
858, 8, 0.9523809523809523, EASY
859, 0, 1.0, EASY
860, 0, 1.0, EASY
861, 3, 0.9047619047619048, EASY
862, 2, 1.0, EASY
863, 2, 0.6190476190476191, EASY
864, 9, 0.5714285714285714, EASY
865, 8, 0.9047619047619048, EASY
866, 2, 0.6190476190476191, EASY
867, 3, 1.0, EASY
868, 7, 1.0, EASY
869, 0, 0.9523809523809523, EASY
